ROUTE,DAY,DELAY
ATL-SAN,FRI,1319
ATL-SAN,SAT,1323
ATL-SAT,SUN,2729
ATL-SAT,MON,3088
ATL-SAT,TUE,3113
ATL-SAT,WED,4168
ATL-SAT,THU,4794
ATL-SAT,FRI,2803
ATL-SAT,SAT,1716
ATL-SAV,SUN,2585
ATL-SAV,MON,4630
ATL-SAV,TUE,4759
ATL-SAV,WED,3500
ATL-SAV,THU,4716
ATL-SAV,FRI,3123
ATL-SAV,SAT,1716
ATL-SBN,SUN,2191
ATL-SBN,MON,3359
ATL-SBN,TUE,3247
ATL-SBN,WED,2139
ATL-SBN,THU,1650
ATL-SBN,FRI,2310
ATL-SBN,SAT,1683
ATL-SCE,SUN,0
ATL-SCE,MON,0
ATL-SCE,TUE,0
ATL-SCE,WED,30
ATL-SCE,THU,0
ATL-SCE,FRI,0
ATL-SCE,SAT,174
ATL-SDF,SUN,1751
ATL-SDF,MON,2872
ATL-SDF,TUE,3989
ATL-SDF,WED,4459
ATL-SDF,THU,3954
ATL-SDF,FRI,2643
ATL-SDF,SAT,1300
ATL-SEA,SUN,780
ATL-SEA,MON,2124
ATL-SEA,TUE,2151
ATL-SEA,WED,2638
ATL-SEA,THU,3871
ATL-SEA,FRI,1732
ATL-SEA,SAT,1623
ATL-SFO,SUN,2758
ATL-SFO,MON,3834
ATL-SFO,TUE,4149
ATL-SFO,WED,3608
ATL-SFO,THU,4826
ATL-SFO,FRI,5912
ATL-SFO,SAT,1167
ATL-SGF,SUN,2748
ATL-SGF,MON,2402
ATL-SGF,TUE,2045
ATL-SGF,WED,2585
ATL-SGF,THU,2288
ATL-SGF,FRI,1851
ATL-SGF,SAT,1626
ATL-SHV,SUN,2722
ATL-SHV,MON,3694
ATL-SHV,TUE,3531
ATL-SHV,WED,3021
ATL-SHV,THU,3107
ATL-SHV,FRI,2769
ATL-SHV,SAT,1296
ATL-SJC,SUN,210
ATL-SJC,MON,698
ATL-SJC,TUE,49
ATL-SJC,WED,506
ATL-SJC,THU,398
ATL-SJC,FRI,150
ATL-SJC,SAT,62
ATL-SLC,SUN,1081
ATL-SLC,MON,1874
ATL-SLC,TUE,2360
ATL-SLC,WED,3119
ATL-SLC,THU,3024
ATL-SLC,FRI,1822
ATL-SLC,SAT,1403
ATL-SMF,SUN,379
ATL-SMF,MON,422
ATL-SMF,TUE,370
ATL-SMF,WED,702
ATL-SMF,THU,391
ATL-SMF,FRI,563
ATL-SMF,SAT,167
ATL-SNA,SUN,796
ATL-SNA,MON,754
ATL-SNA,TUE,653
ATL-SNA,WED,748
ATL-SNA,THU,1952
ATL-SNA,FRI,547
ATL-SNA,SAT,403
ATL-SRQ,SUN,1127
ATL-SRQ,MON,1709
ATL-SRQ,TUE,1678
ATL-SRQ,WED,1887
ATL-SRQ,THU,2255
ATL-SRQ,FRI,2101
ATL-SRQ,SAT,900
ATL-STL,SUN,2899
ATL-STL,MON,3532
ATL-STL,TUE,3268
ATL-STL,WED,3994
ATL-STL,THU,4817
ATL-STL,FRI,3621
ATL-STL,SAT,2502
ATL-SYR,SUN,745
ATL-SYR,MON,883
ATL-SYR,TUE,797
ATL-SYR,WED,1190
ATL-SYR,THU,1229
ATL-SYR,FRI,811
ATL-SYR,SAT,364
ATL-TLH,SUN,3120
ATL-TLH,MON,3744
ATL-TLH,TUE,2756
ATL-TLH,WED,2269
ATL-TLH,THU,3745
ATL-TLH,FRI,2422
ATL-TLH,SAT,1392
ATL-TPA,SUN,8484
ATL-TPA,MON,10961
ATL-TPA,TUE,10798
ATL-TPA,WED,10562
ATL-TPA,THU,13775
ATL-TPA,FRI,10590
ATL-TPA,SAT,7066
ATL-TRI,SUN,1679
ATL-TRI,MON,2648
ATL-TRI,TUE,2356
ATL-TRI,WED,2333
ATL-TRI,THU,2766
ATL-TRI,FRI,1796
ATL-TRI,SAT,999
ATL-TTN,SUN,795
ATL-TTN,MON,1079
ATL-TTN,TUE,627
ATL-TTN,WED,1039
ATL-TTN,THU,1062
ATL-TTN,FRI,557
ATL-TTN,SAT,650
ATL-TUL,SUN,1085
ATL-TUL,MON,1741
ATL-TUL,TUE,1849
ATL-TUL,WED,1814
ATL-TUL,THU,1961
ATL-TUL,FRI,1712
ATL-TUL,SAT,610
ATL-TUS,SUN,379
ATL-TUS,MON,719
ATL-TUS,TUE,1328
ATL-TUS,WED,650
ATL-TUS,THU,903
ATL-TUS,FRI,736
ATL-TUS,SAT,116
ATL-TVC,SUN,247
ATL-TVC,SAT,106
ATL-TYS,SUN,1610
ATL-TYS,MON,2536
ATL-TYS,TUE,1831
ATL-TYS,WED,2349
ATL-TYS,THU,1624
ATL-TYS,FRI,1813
ATL-TYS,SAT,773
ATL-VLD,SUN,926
ATL-VLD,MON,2154
ATL-VLD,TUE,1062
ATL-VLD,WED,1140
ATL-VLD,THU,2111
ATL-VLD,FRI,1648
ATL-VLD,SAT,514
ATL-VPS,SUN,1606
ATL-VPS,MON,2146
ATL-VPS,TUE,3401
ATL-VPS,WED,3533
ATL-VPS,THU,3883
ATL-VPS,FRI,1975
ATL-VPS,SAT,946
ATL-XNA,SUN,2103
ATL-XNA,MON,1874
ATL-XNA,TUE,2314
ATL-XNA,WED,2736
ATL-XNA,THU,1749
ATL-XNA,FRI,1919
ATL-XNA,SAT,1036
BNA-ATL,SUN,3391
BNA-ATL,MON,4248
BNA-ATL,TUE,5148
BNA-ATL,WED,5481
BNA-ATL,THU,5158
BNA-ATL,FRI,3962
BNA-ATL,SAT,1924
BNA-AUS,SUN,1079
BNA-AUS,MON,855
BNA-AUS,TUE,729
BNA-AUS,WED,991
BNA-AUS,THU,1118
BNA-AUS,FRI,1064
BNA-AUS,SAT,816
BNA-BOS,SUN,985
BNA-BOS,MON,1198
BNA-BOS,TUE,1349
BNA-BOS,WED,1043
BNA-BOS,THU,993
BNA-BOS,FRI,1177
BNA-BOS,SAT,660
BNA-BWI,SUN,3444
BNA-BWI,MON,4438
BNA-BWI,TUE,3630
BNA-BWI,WED,2762
BNA-BWI,THU,3040
BNA-BWI,FRI,3855
BNA-BWI,SAT,1206
BNA-CHS,SUN,465
BNA-CHS,MON,852
BNA-CHS,TUE,296
BNA-CHS,WED,222
BNA-CHS,THU,255
BNA-CHS,FRI,567
BNA-CHS,SAT,582
BNA-CLE,SUN,894
BNA-CLE,MON,840
BNA-CLE,TUE,1376
BNA-CLE,WED,945
BNA-CLE,THU,1084
BNA-CLE,FRI,849
BNA-CLE,SAT,405
BNA-CLT,SUN,329
BNA-CLT,MON,1924
BNA-CLT,TUE,1681
BNA-CLT,WED,1811
BNA-CLT,THU,1650
BNA-CLT,FRI,1049
BNA-CLT,SAT,775
BNA-CMH,SUN,824
BNA-CMH,MON,1015
BNA-CMH,TUE,773
BNA-CMH,WED,834
BNA-CMH,THU,1194
BNA-CMH,FRI,929
BNA-CMH,SAT,1003
BNA-CVG,SUN,172
BNA-CVG,MON,452
BNA-CVG,TUE,518
BNA-CVG,WED,1050
BNA-CVG,THU,739
BNA-CVG,FRI,536
BNA-CVG,SAT,42
BNA-DAL,SUN,1073
BNA-DAL,MON,1438
BNA-DAL,TUE,1331
BNA-DAL,WED,1096
BNA-DAL,THU,659
BNA-DAL,FRI,1308
BNA-DAL,SAT,958
BNA-DCA,SUN,1024
BNA-DCA,MON,876
BNA-DCA,TUE,1686
BNA-DCA,WED,1359
BNA-DCA,THU,739
BNA-DCA,FRI,708
BNA-DCA,SAT,727
BNA-DEN,SUN,2217
BNA-DEN,MON,2855
BNA-DEN,TUE,3186
BNA-DEN,WED,2880
BNA-DEN,THU,2922
BNA-DEN,FRI,3621
BNA-DEN,SAT,1451
BNA-DFW,SUN,4990
BNA-DFW,MON,6561
BNA-DFW,TUE,3898
BNA-DFW,WED,3575
BNA-DFW,THU,5504
BNA-DFW,FRI,5767
BNA-DFW,SAT,4731
BNA-DTW,SUN,1678
BNA-DTW,MON,3311
BNA-DTW,TUE,2551
BNA-DTW,WED,2238
BNA-DTW,THU,2938
BNA-DTW,FRI,2936
BNA-DTW,SAT,2222
BNA-ECP,SUN,284
BNA-ECP,MON,890
BNA-ECP,TUE,499
BNA-ECP,WED,761
BNA-ECP,THU,632
BNA-ECP,FRI,807
BNA-ECP,SAT,892
BNA-EWR,SUN,2462
BNA-EWR,MON,4523
BNA-EWR,TUE,4646
BNA-EWR,WED,3377
BNA-EWR,THU,4400
BNA-EWR,FRI,3253
BNA-EWR,SAT,1863
BNA-FLL,SUN,785
BNA-FLL,MON,1295
BNA-FLL,TUE,1140
BNA-FLL,WED,1569
BNA-FLL,THU,1544
BNA-FLL,FRI,1176
BNA-FLL,SAT,789
BNA-HOU,SUN,1548
BNA-HOU,MON,1516
BNA-HOU,TUE,2389
BNA-HOU,WED,2214
BNA-HOU,THU,2728
BNA-HOU,FRI,1732
BNA-HOU,SAT,780
BNA-IAD,SUN,0
BNA-IAD,MON,38
BNA-IAD,TUE,0
BNA-IAD,WED,0
BNA-IAD,THU,0
BNA-IAD,FRI,53
BNA-IAD,SAT,0
BNA-IAH,SUN,1441
BNA-IAH,MON,2861
BNA-IAH,TUE,1928
BNA-IAH,WED,4080
BNA-IAH,THU,2042
BNA-IAH,FRI,2276
BNA-IAH,SAT,1523
BNA-JAX,SUN,1140
BNA-JAX,MON,986
BNA-JAX,TUE,1816
BNA-JAX,WED,772
BNA-JAX,THU,1601
BNA-JAX,FRI,1134
BNA-JAX,SAT,1041
BNA-JFK,SUN,825
BNA-JFK,MON,977
BNA-JFK,TUE,852
BNA-JFK,WED,688
BNA-JFK,THU,408
BNA-JFK,FRI,611
BNA-JFK,SAT,479
BNA-LAS,SUN,626
BNA-LAS,MON,869
BNA-LAS,TUE,1653
BNA-LAS,WED,733
BNA-LAS,THU,276
BNA-LAS,FRI,837
BNA-LAS,SAT,481
BNA-LAX,SUN,2549
BNA-LAX,MON,1743
BNA-LAX,TUE,2737
BNA-LAX,WED,2493
BNA-LAX,THU,2089
BNA-LAX,FRI,1720
BNA-LAX,SAT,2595
BNA-LGA,SUN,4197
BNA-LGA,MON,8990
BNA-LGA,TUE,7552
BNA-LGA,WED,6136
BNA-LGA,THU,7459
BNA-LGA,FRI,7928
BNA-LGA,SAT,1549
BNA-MCI,SUN,1290
BNA-MCI,MON,1484
BNA-MCI,TUE,1266
BNA-MCI,WED,1998
BNA-MCI,THU,2010
BNA-MCI,FRI,1293
BNA-MCI,SAT,725
BNA-MCO,SUN,2001
BNA-MCO,MON,1816
BNA-MCO,TUE,2795
BNA-MCO,WED,1735
BNA-MCO,THU,2613
BNA-MCO,FRI,2291
BNA-MCO,SAT,2063
BNA-MDW,SUN,1845
BNA-MDW,MON,5118
BNA-MDW,TUE,4187
BNA-MDW,WED,2900
BNA-MDW,THU,3076
BNA-MDW,FRI,2417
BNA-MDW,SAT,1879
BNA-MIA,SUN,95
BNA-MIA,MON,44
BNA-MIA,TUE,254
BNA-MIA,WED,30
BNA-MIA,THU,26
BNA-MIA,FRI,114
BNA-MIA,SAT,224
BNA-MOB,MON,33
BNA-MSP,SUN,1128
BNA-MSP,MON,2053
BNA-MSP,TUE,2881
BNA-MSP,WED,921
BNA-MSP,THU,3719
BNA-MSP,FRI,2438
BNA-MSP,SAT,740
BNA-MSY,SUN,395
BNA-MSY,MON,1252
BNA-MSY,TUE,1215
BNA-MSY,WED,1113
BNA-MSY,THU,1306
BNA-MSY,FRI,1184
BNA-MSY,SAT,760
BNA-OAK,SUN,0
BNA-OAK,MON,301
BNA-OAK,TUE,114
BNA-OAK,WED,194
BNA-OAK,THU,126
BNA-OAK,FRI,342
BNA-OAK,SAT,154
BNA-ORD,SUN,7063
BNA-ORD,MON,11629
BNA-ORD,TUE,9153
BNA-ORD,WED,9955
BNA-ORD,THU,11846
BNA-ORD,FRI,7655
BNA-ORD,SAT,6460
BNA-PHL,SUN,1639
BNA-PHL,MON,1836
BNA-PHL,TUE,1681
BNA-PHL,WED,1265
BNA-PHL,THU,1084
BNA-PHL,FRI,1266
BNA-PHL,SAT,570
BNA-PHX,SUN,332
BNA-PHX,MON,653
BNA-PHX,TUE,1139
BNA-PHX,WED,714
BNA-PHX,THU,710
BNA-PHX,FRI,942
BNA-PHX,SAT,480
BNA-PIT,SUN,346
BNA-PIT,MON,896
BNA-PIT,TUE,430
BNA-PIT,WED,716
BNA-PIT,THU,1223
BNA-PIT,FRI,702
BNA-PIT,SAT,375
BNA-PNS,SUN,485
BNA-PNS,MON,1269
BNA-PNS,TUE,741
BNA-PNS,WED,1039
BNA-PNS,THU,755
BNA-PNS,FRI,918
BNA-PNS,SAT,1076
BNA-RDU,SUN,743
BNA-RDU,MON,1564
BNA-RDU,TUE,1269
BNA-RDU,WED,1043
BNA-RDU,THU,1124
BNA-RDU,FRI,1501
BNA-RDU,SAT,460
BNA-RSW,SUN,0
BNA-RSW,MON,66
BNA-RSW,TUE,63
BNA-RSW,WED,125
BNA-RSW,THU,128
BNA-RSW,FRI,123
BNA-RSW,SAT,103
BNA-SAN,SUN,421
BNA-SAN,MON,593
BNA-SAN,TUE,1021
BNA-SAN,WED,299
BNA-SAN,THU,517
BNA-SAN,FRI,166
BNA-SAN,SAT,231
BNA-SAT,SUN,314
BNA-SAT,MON,349
BNA-SAT,TUE,534
BNA-SAT,WED,510
BNA-SAT,THU,433
BNA-SAT,FRI,750
BNA-SAT,SAT,280
BNA-SEA,SUN,83
BNA-SEA,MON,188
BNA-SEA,TUE,0
BNA-SEA,WED,22
BNA-SEA,THU,47
BNA-SEA,FRI,172
BNA-SEA,SAT,115
BNA-SLC,SUN,765
BNA-SLC,MON,271
BNA-SLC,TUE,410
BNA-SLC,WED,1177
BNA-SLC,THU,327
BNA-SLC,FRI,722
BNA-SLC,SAT,147
BNA-STL,SUN,233
BNA-STL,MON,996
BNA-STL,TUE,1078
BNA-STL,WED,1445
BNA-STL,THU,1032
BNA-STL,FRI,720
BNA-STL,SAT,653
BNA-TPA,SUN,1742
BNA-TPA,MON,3188
BNA-TPA,TUE,2355
BNA-TPA,WED,2200
BNA-TPA,THU,2381
BNA-TPA,FRI,1768
BNA-TPA,SAT,1855
BNA-TTN,MON,18
BNA-TTN,FRI,0
BOS-ACK,SUN,217
BOS-ACK,MON,128
BOS-ACK,TUE,48
BOS-ACK,WED,96
BOS-ACK,THU,66
BOS-ACK,FRI,100
BOS-ACK,SAT,205
BOS-ACY,SUN,309
BOS-ACY,MON,672
BOS-ACY,TUE,528
BOS-ACY,WED,317
BOS-ACY,THU,279
BOS-ACY,FRI,265
BOS-ACY,SAT,560
BOS-ATL,SUN,7332
BOS-ATL,MON,7026
BOS-ATL,TUE,11483
BOS-ATL,WED,5698
BOS-ATL,THU,9975
BOS-ATL,FRI,6099
BOS-ATL,SAT,3742
BOS-AUS,SUN,254
BOS-AUS,MON,331
BOS-AUS,TUE,728
BOS-AUS,WED,407
BOS-AUS,THU,250
BOS-AUS,FRI,221
BOS-AUS,SAT,384
BOS-BNA,SUN,1225
BOS-BNA,MON,774
BOS-BNA,TUE,1323
BOS-BNA,WED,466
BOS-BNA,THU,1189
BOS-BNA,FRI,461
BOS-BNA,SAT,1129
BOS-BUF,SUN,986
BOS-BUF,MON,1695
BOS-BUF,TUE,1996
BOS-BUF,WED,1243
BOS-BUF,THU,1037
BOS-BUF,FRI,793
BOS-BUF,SAT,641
BOS-BWI,SUN,7057
BOS-BWI,MON,7133
BOS-BWI,TUE,10112
BOS-BWI,WED,5035
BOS-BWI,THU,9049
BOS-BWI,FRI,5780
BOS-BWI,SAT,3916
BOS-CAK,SUN,1973
BOS-CAK,MON,847
BOS-CAK,TUE,1800
BOS-CAK,WED,1046
BOS-CAK,THU,914
BOS-CAK,FRI,898
BOS-CAK,SAT,308
BOS-CHS,SUN,226
BOS-CHS,MON,337
BOS-CHS,TUE,427
BOS-CHS,WED,208
BOS-CHS,THU,375
BOS-CHS,FRI,376
BOS-CHS,SAT,661
BOS-CLE,SUN,2059
BOS-CLE,MON,3087
BOS-CLE,TUE,3769
BOS-CLE,WED,2112
BOS-CLE,THU,2378
BOS-CLE,FRI,1133
BOS-CLE,SAT,1059
BOS-CLT,SUN,4652
BOS-CLT,MON,5394
BOS-CLT,TUE,6110
BOS-CLT,WED,4991
BOS-CLT,THU,6000
BOS-CLT,FRI,4681
BOS-CLT,SAT,3112
BOS-CMH,SUN,189
BOS-CMH,MON,312
BOS-CMH,TUE,694
BOS-CMH,WED,72
BOS-CMH,THU,125
BOS-CMH,FRI,109
BOS-CMH,SAT,0
BOS-CVG,SUN,494
BOS-CVG,MON,257
BOS-CVG,TUE,672
BOS-CVG,WED,654
BOS-CVG,THU,577
BOS-CVG,FRI,507
BOS-CVG,SAT,91
BOS-DAL,SUN,31
BOS-DAL,MON,61
BOS-DAL,TUE,113
BOS-DAL,WED,0
BOS-DAL,THU,77
BOS-DAL,FRI,97
BOS-DAL,SAT,25
BOS-DCA,SUN,11442
BOS-DCA,MON,9705
BOS-DCA,TUE,14324
BOS-DCA,WED,8907
BOS-DCA,THU,15595
BOS-DCA,FRI,9524
BOS-DCA,SAT,4474
BOS-DEN,SUN,4064
BOS-DEN,MON,4358
BOS-DEN,TUE,5876
BOS-DEN,WED,4504
BOS-DEN,THU,5213
BOS-DEN,FRI,3889
BOS-DEN,SAT,3462
BOS-DFW,SUN,4095
BOS-DFW,MON,4911
BOS-DFW,TUE,5149
BOS-DFW,WED,4070
BOS-DFW,THU,5703
BOS-DFW,FRI,3706
BOS-DFW,SAT,2554
BOS-DTW,SUN,5896
BOS-DTW,MON,6721
BOS-DTW,TUE,7711
BOS-DTW,WED,6798
BOS-DTW,THU,6518
BOS-DTW,FRI,5131
BOS-DTW,SAT,2439
BOS-EWR,SUN,5816
BOS-EWR,MON,10440
BOS-EWR,TUE,14885
BOS-EWR,WED,11198
BOS-EWR,THU,12739
BOS-EWR,FRI,7669
BOS-EWR,SAT,3561
BOS-FLL,SUN,4785
BOS-FLL,MON,5830
BOS-FLL,TUE,6313
BOS-FLL,WED,5443
BOS-FLL,THU,5794
BOS-FLL,FRI,4189
BOS-FLL,SAT,4002
BOS-HOU,SUN,1441
BOS-HOU,MON,1884
BOS-HOU,TUE,2034
BOS-HOU,WED,1398
BOS-HOU,THU,1566
BOS-HOU,FRI,1189
BOS-HOU,SAT,1298
BOS-IAD,SUN,3277
BOS-IAD,MON,2963
BOS-IAD,TUE,3495
BOS-IAD,WED,2455
BOS-IAD,THU,3423
BOS-IAD,FRI,1781
BOS-IAD,SAT,1647
BOS-IAH,SUN,2602
BOS-IAH,MON,3128
BOS-IAH,TUE,3929
BOS-IAH,WED,4320
BOS-IAH,THU,2527
BOS-IAH,FRI,2826
BOS-IAH,SAT,2036
BOS-IND,SUN,942
BOS-IND,MON,564
BOS-IND,TUE,812
BOS-IND,WED,196
BOS-IND,THU,77
BOS-IND,FRI,110
BOS-IND,SAT,325
BOS-JAX,SUN,734
BOS-JAX,MON,1151
BOS-JAX,TUE,1344
BOS-JAX,WED,933
BOS-JAX,THU,1656
BOS-JAX,FRI,973
BOS-JAX,SAT,542
BOS-JFK,SUN,12865
BOS-JFK,MON,11752
BOS-JFK,TUE,18195
BOS-JFK,WED,10283
BOS-JFK,THU,14315
BOS-JFK,FRI,9563
BOS-JFK,SAT,10286
BOS-LAS,SUN,2609
BOS-LAS,MON,3374
BOS-LAS,TUE,2602
BOS-LAS,WED,1973
BOS-LAS,THU,3270
BOS-LAS,FRI,2547
BOS-LAS,SAT,1509
BOS-LAX,SUN,7123
BOS-LAX,MON,6094
BOS-LAX,TUE,8601
BOS-LAX,WED,5523
BOS-LAX,THU,7253
BOS-LAX,FRI,5429
BOS-LAX,SAT,4319
BOS-LGA,SUN,5764
BOS-LGA,MON,22064
BOS-LGA,TUE,25331
BOS-LGA,WED,16107
BOS-LGA,THU,17532
BOS-LGA,FRI,17969
BOS-LGA,SAT,2399
BOS-LGB,SUN,340
BOS-LGB,MON,480
BOS-LGB,TUE,546
BOS-LGB,WED,394
BOS-LGB,THU,580
BOS-LGB,FRI,639
BOS-LGB,SAT,244
BOS-MCI,SUN,961
BOS-MCI,MON,588
BOS-MCI,TUE,892
BOS-MCI,WED,898
BOS-MCI,THU,465
BOS-MCI,FRI,599
BOS-MCI,SAT,294
BOS-MCO,SUN,4089
BOS-MCO,MON,6405
BOS-MCO,TUE,6840
BOS-MCO,WED,4486
BOS-MCO,THU,7051
BOS-MCO,FRI,4761
BOS-MCO,SAT,4841
BOS-MDW,SUN,1857
BOS-MDW,MON,3049
BOS-MDW,TUE,3168
BOS-MDW,WED,2093
BOS-MDW,THU,2947
BOS-MDW,FRI,1981
BOS-MDW,SAT,1905
BOS-MIA,SUN,3507
BOS-MIA,MON,2472
BOS-MIA,TUE,3477
BOS-MIA,WED,3639
BOS-MIA,THU,4457
BOS-MIA,FRI,2707
BOS-MIA,SAT,5978
BOS-MKE,SUN,754
BOS-MKE,MON,885
BOS-MKE,TUE,1687
BOS-MKE,WED,1411
BOS-MKE,THU,1638
BOS-MKE,FRI,694
BOS-MKE,SAT,93
BOS-MSN,SUN,0
BOS-MSP,SUN,2348
BOS-MSP,MON,4019
BOS-MSP,TUE,4137
BOS-MSP,WED,1542
BOS-MSP,THU,2729
BOS-MSP,FRI,2299
BOS-MSP,SAT,1549
BOS-MSY,SUN,641
BOS-MSY,MON,977
BOS-MSY,TUE,744
BOS-MSY,WED,724
BOS-MSY,THU,1078
BOS-MSY,FRI,514
BOS-MSY,SAT,365
BOS-MVY,SUN,125
BOS-MVY,MON,0
BOS-MVY,TUE,544
BOS-MVY,WED,146
BOS-MVY,THU,99
BOS-MVY,FRI,102
BOS-MVY,SAT,317
BOS-MYR,SUN,214
BOS-MYR,MON,340
BOS-MYR,TUE,576
BOS-MYR,WED,646
BOS-MYR,THU,821
BOS-MYR,FRI,130
BOS-MYR,SAT,427
BOS-OAK,SUN,215
BOS-OAK,MON,208
BOS-OAK,TUE,373
BOS-OAK,WED,211
BOS-OAK,THU,180
BOS-OAK,FRI,178
BOS-OAK,SAT,141
BOS-ORD,SUN,9096
BOS-ORD,MON,18651
BOS-ORD,TUE,13686
BOS-ORD,WED,14062
BOS-ORD,THU,14537
BOS-ORD,FRI,10515
BOS-ORD,SAT,6785
BOS-PBI,SUN,2707
BOS-PBI,MON,3959
BOS-PBI,TUE,4580
BOS-PBI,WED,3150
BOS-PBI,THU,3939
BOS-PBI,FRI,3440
BOS-PBI,SAT,3481
BOS-PDX,SUN,291
BOS-PDX,MON,349
BOS-PDX,TUE,754
BOS-PDX,WED,279
BOS-PDX,THU,530
BOS-PDX,FRI,517
BOS-PDX,SAT,41
BOS-PHL,SUN,5227
BOS-PHL,MON,8716
BOS-PHL,TUE,16383
BOS-PHL,WED,8221
BOS-PHL,THU,11842
BOS-PHL,FRI,8352
BOS-PHL,SAT,3222
BOS-PHX,SUN,3127
BOS-PHX,MON,1929
BOS-PHX,TUE,2331
BOS-PHX,WED,1391
BOS-PHX,THU,2958
BOS-PHX,FRI,2649
BOS-PHX,SAT,1521
BOS-PIT,SUN,1092
BOS-PIT,MON,1224
BOS-PIT,TUE,1857
BOS-PIT,WED,1519
BOS-PIT,THU,1011
BOS-PIT,FRI,1129
BOS-PIT,SAT,1162
BOS-RDU,SUN,3143
BOS-RDU,MON,2214
BOS-RDU,TUE,3094
BOS-RDU,WED,1858
BOS-RDU,THU,2455
BOS-RDU,FRI,1736
BOS-RDU,SAT,1831
BOS-RIC,SUN,4376
BOS-RIC,MON,4589
BOS-RIC,TUE,5792
BOS-RIC,WED,3889
BOS-RIC,THU,6187
BOS-RIC,FRI,3422
BOS-RIC,SAT,1705
BOS-RSW,SUN,2455
BOS-RSW,MON,4101
BOS-RSW,TUE,3155
BOS-RSW,WED,2305
BOS-RSW,THU,2887
BOS-RSW,FRI,2426
BOS-RSW,SAT,3295
BOS-SAN,SUN,965
BOS-SAN,MON,832
BOS-SAN,TUE,1279
BOS-SAN,WED,566
BOS-SAN,THU,806
BOS-SAN,FRI,1271
BOS-SAN,SAT,709
BOS-SAV,SUN,126
BOS-SAV,MON,455
BOS-SAV,TUE,279
BOS-SAV,WED,277
BOS-SAV,THU,157
BOS-SAV,FRI,158
BOS-SAV,SAT,399
BOS-SEA,SUN,1861
BOS-SEA,MON,1793
BOS-SEA,TUE,2532
BOS-SEA,WED,1197
BOS-SEA,THU,2058
BOS-SEA,FRI,1707
BOS-SEA,SAT,1044
BOS-SFO,SUN,7551
BOS-SFO,MON,9821
BOS-SFO,TUE,9787
BOS-SFO,WED,6235
BOS-SFO,THU,8415
BOS-SFO,FRI,8220
BOS-SFO,SAT,4503
BOS-SJC,SUN,223
BOS-SJC,MON,430
BOS-SJC,TUE,591
BOS-SJC,WED,335
BOS-SJC,THU,228
BOS-SJC,FRI,556
BOS-SJC,SAT,112
BOS-SLC,SUN,455
BOS-SLC,MON,844
BOS-SLC,TUE,1187
BOS-SLC,WED,749
BOS-SLC,THU,530
BOS-SLC,FRI,344
BOS-SLC,SAT,635
BOS-SMF,SUN,258
BOS-SMF,MON,273
BOS-SMF,TUE,99
BOS-SMF,THU,342
BOS-SMF,FRI,155
BOS-SRQ,SUN,379
BOS-SRQ,MON,410
BOS-SRQ,TUE,281
BOS-SRQ,WED,162
BOS-SRQ,THU,322
BOS-SRQ,FRI,352
BOS-SRQ,SAT,241
BOS-STL,SUN,1105
BOS-STL,MON,1284
BOS-STL,TUE,2090
BOS-STL,WED,731
BOS-STL,THU,1250
BOS-STL,FRI,961
BOS-STL,SAT,609
BOS-TPA,SUN,1490
BOS-TPA,MON,2071
BOS-TPA,TUE,2107
BOS-TPA,WED,1864
BOS-TPA,THU,2184
BOS-TPA,FRI,1616
BOS-TPA,SAT,2266
BWI-ABQ,SUN,417
BWI-ABQ,MON,926
BWI-ABQ,TUE,937
BWI-ABQ,WED,648
BWI-ABQ,THU,853
BWI-ABQ,FRI,791
BWI-ABQ,SAT,1504
BWI-ALB,SUN,2618
BWI-ALB,MON,3710
BWI-ALB,TUE,3525
BWI-ALB,WED,2180
BWI-ALB,THU,3200
BWI-ALB,FRI,2638
BWI-ALB,SAT,2376
BWI-ATL,SUN,8011
BWI-ATL,MON,11382
BWI-ATL,TUE,10679
BWI-ATL,WED,9974
BWI-ATL,THU,15218
BWI-ATL,FRI,11661
BWI-ATL,SAT,8161
BWI-AUS,SUN,645
BWI-AUS,MON,1089
BWI-AUS,TUE,1744
BWI-AUS,WED,1196
BWI-AUS,THU,903
BWI-AUS,FRI,877
BWI-AUS,SAT,789
BWI-BDL,SUN,4181
BWI-BDL,MON,5275
BWI-BDL,TUE,5557
BWI-BDL,WED,4899
BWI-BDL,THU,4850
BWI-BDL,FRI,4291
BWI-BDL,SAT,3823
BWI-BHM,SUN,564
BWI-BHM,MON,956
BWI-BHM,TUE,1071
BWI-BHM,WED,929
BWI-BHM,THU,1595
BWI-BHM,FRI,1018
BWI-BHM,SAT,977
BWI-BNA,SUN,2938
BWI-BNA,MON,4301
BWI-BNA,TUE,2862
BWI-BNA,WED,3498
BWI-BNA,THU,3982
BWI-BNA,FRI,3825
BWI-BNA,SAT,3333
BWI-BOS,SUN,9369
BWI-BOS,MON,9847
BWI-BOS,TUE,11116
BWI-BOS,WED,9152
BWI-BOS,THU,11072
BWI-BOS,FRI,7707
BWI-BOS,SAT,6143
BWI-BUF,SUN,2195
BWI-BUF,MON,3502
BWI-BUF,TUE,4708
BWI-BUF,WED,3196
BWI-BUF,THU,4649
BWI-BUF,FRI,3848
BWI-BUF,SAT,2817
BWI-CHS,SUN,1059
BWI-CHS,MON,2056
BWI-CHS,TUE,2299
BWI-CHS,WED,1806
BWI-CHS,THU,3032
BWI-CHS,FRI,1569
